Area,Locality,Colony,Lane,Area (sq.ft.),BHK,Bathrooms,Furnishing Status,Distance to School (km),Distance to Hospital (km),Distance to Metro (km),Age of Property (years),Price (Lakhs),Full Address,Latitude,Longitude
Hinjewadi,Phase 2,Colony 7,Lane No. 5,412,5,3,Furnished,1.77,2.65,2.21,6,174.72,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Katraj,Bharti Vidyapeeth Campus,Colony 3,Lane No. 3,2693,4,3,Furnished,1.63,2.77,5.15,18,637.3249999999999,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Katraj,Vignaharta Colony,Colony 1,Lane No. 2,488,5,3,Furnished,1.31,2.98,1.98,18,86.125,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Hadapsar,Amanora Park Town,Colony 1,Lane No. 3,685,3,3,Unfurnished,2.64,3.32,3.67,14,112.19000000000001,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Kondhwa,Salisbury Park,Colony 6,Lane No. 5,629,3,3,Semi-Furnished,4.8,0.99,5.81,16,92.88499999999999,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Viman Nagar,Mhada Colony,Colony 3,Lane No. 5,2928,3,3,Semi-Furnished,1.19,2.03,5.54,1,407.28999999999996,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Kothrud,Karve Nagar,Colony 1,Lane No. 2,1116,4,3,Semi-Furnished,1.64,1.67,5.32,10,326.755,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Baner,Pashan Link Road,Colony 2,Lane No. 5,1437,4,3,Furnished,2.08,2.83,3.87,18,215.67,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Baner,Pashan Link Road,Colony 6,Lane No. 4,1426,5,3,Furnished,1.42,3.5,3.68,9,662.5450000000001,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Viman Nagar,Lunkad Colony,Colony 2,Lane No. 4,1003,2,2,Unfurnished,3.93,3.07,4.65,10,131.56,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Viman Nagar,Mhada Colony,Colony 5,Lane No. 4,2093,4,3,Furnished,2.33,1.25,3.02,15,666.51,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Wakad,Kalewadi Phata,Colony 5,Lane No. 3,2645,2,2,Semi-Furnished,2.36,0.95,1.16,8,398.45,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Kondhwa,Salisbury Park,Colony 4,Lane No. 1,1935,2,2,Semi-Furnished,1.1,3.96,3.22,14,357.955,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Bibwewadi,Vishwakarma Nagar,Colony 4,Lane No. 4,712,2,2,Semi-Furnished,2.95,2.16,5.11,15,63.895,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Hinjewadi,Phase 3,Colony 2,Lane No. 1,2364,5,3,Unfurnished,3.3,1.51,4.1,8,703.3000000000001,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Hadapsar,Gadital,Colony 7,Lane No. 2,963,3,3,Semi-Furnished,1.89,1.56,5.66,4,120.835,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Hinjewadi,Phase 3,Colony 7,Lane No. 5,1717,2,2,Semi-Furnished,3.57,3.08,3.53,11,135.07,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Viman Nagar,Tingre Nagar,Colony 7,Lane No. 1,878,4,3,Unfurnished,2.35,1.3,2.57,15,337.34999999999997,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Kondhwa,Yewalewadi,Colony 2,Lane No. 5,671,3,3,Unfurnished,3.16,1.47,4.82,1,70.655,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Viman Nagar,Tingre Nagar,Colony 4,Lane No. 4,1044,5,3,Furnished,3.66,1.8,4.04,5,296.14,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Bibwewadi,Vishwakarma Nagar,Colony 6,Lane No. 5,503,2,2,Unfurnished,1.08,1.43,4.31,2,89.18,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Wakad,Datta Mandir Road,Colony 6,Lane No. 1,1704,3,3,Unfurnished,2.72,2.57,4.41,0,415.805,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Hinjewadi,Phase 1,Colony 3,Lane No. 4,1154,3,3,Unfurnished,2.5,3.48,5.83,6,238.615,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Viman Nagar,Mhada Colony,Colony 3,Lane No. 4,1458,4,3,Semi-Furnished,1.3,2.75,4.51,18,256.36,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Baner,Balewadi Phata,Colony 2,Lane No. 1,1129,4,3,Semi-Furnished,1.81,2.64,5.68,19,260.845,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Katraj,Bharti Vidyapeeth Campus,Colony 3,Lane No. 2,2872,3,3,Semi-Furnished,2.91,3.75,4.47,2,670.735,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Kothrud,Paud Road,Colony 2,Lane No. 3,443,1,1,Semi-Furnished,3.48,2.06,4.7,16,25.349999999999998,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Hinjewadi,Phase 3,Colony 5,Lane No. 3,2385,3,3,Semi-Furnished,2.79,1.93,3.53,18,485.355,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Aundh,Baner Pashan Link,Colony 5,Lane No. 3,2932,5,3,Semi-Furnished,4.28,1.46,1.89,16,1422.2,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Hinjewadi,Phase 3,Colony 2,Lane No. 1,1385,4,3,Semi-Furnished,3.84,3.04,5.98,18,504.855,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Hadapsar,Amanora Park Town,Colony 4,Lane No. 4,1587,4,3,Semi-Furnished,2.06,0.57,4.19,2,444.015,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Kondhwa,Salisbury Park,Colony 5,Lane No. 4,2067,3,3,Furnished,2.91,1.19,1.39,11,350.61,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Aundh,Parihar Chowk,Colony 2,Lane No. 5,923,4,3,Semi-Furnished,2.71,1.28,5.11,7,165.815,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Hinjewadi,Phase 3,Colony 4,Lane No. 3,874,4,3,Semi-Furnished,3.99,1.19,3.09,11,195.26,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Bibwewadi,Market Yard,Colony 2,Lane No. 2,804,4,3,Semi-Furnished,4.26,1.51,2.12,2,106.925,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Hinjewadi,Phase 2,Colony 1,Lane No. 2,1407,3,3,Unfurnished,1.39,3.8,1.27,10,228.01999999999998,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Katraj,Gokulnagar,Colony 2,Lane No. 2,639,4,3,Semi-Furnished,4.02,3.72,4.15,8,128.70000000000002,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Hinjewadi,Phase 1,Colony 2,Lane No. 1,1301,5,3,Furnished,2.75,1.69,2.1,2,495.755,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Baner,Veerbhadra Nagar,Colony 6,Lane No. 3,1644,4,3,Semi-Furnished,2.17,3.43,3.98,19,337.48,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Katraj,Vignaharta Colony,Colony 3,Lane No. 2,2792,2,2,Furnished,4.7,1.72,2.01,16,395.91499999999996,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Hinjewadi,Phase 3,Colony 4,Lane No. 2,2651,3,3,Furnished,3.71,1.33,1.71,11,518.31,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Hadapsar,Gadital,Colony 1,Lane No. 5,1416,4,3,Furnished,4.18,1.85,5.78,1,202.15,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Hadapsar,Amanora Park Town,Colony 3,Lane No. 1,2210,1,1,Unfurnished,0.96,1.35,1.25,9,145.665,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Baner,Balewadi Phata,Colony 4,Lane No. 3,2701,4,3,Semi-Furnished,1.92,3.97,1.84,20,664.56,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Katraj,Vignaharta Colony,Colony 4,Lane No. 5,1099,2,2,Semi-Furnished,3.19,2.11,5.9,11,187.005,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Kothrud,Karve Nagar,Colony 1,Lane No. 4,1132,1,1,Semi-Furnished,3.19,2.83,1.54,2,102.245,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Kothrud,Paud Road,Colony 3,Lane No. 1,746,1,1,Furnished,3.37,1.41,4.17,5,27.560000000000002,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Hadapsar,Gadital,Colony 4,Lane No. 1,2382,1,1,Furnished,4.36,1.3,3.22,15,230.295,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Bibwewadi,Shree Colony,Colony 6,Lane No. 1,635,2,2,Furnished,2.04,1.75,2.11,11,82.875,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Hadapsar,Amanora Park Town,Colony 6,Lane No. 1,1676,1,1,Semi-Furnished,0.65,3.1,1.59,7,78.845,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Hadapsar,Gadital,Colony 4,Lane No. 1,803,3,3,Furnished,2.67,1.31,1.33,0,233.545,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Baner,Pashan Link Road,Colony 6,Lane No. 2,1172,2,2,Unfurnished,4.53,2.46,2.74,6,129.87,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Kondhwa,NIBM Road,Colony 7,Lane No. 3,1064,1,1,Unfurnished,4.64,2.16,4.09,0,38.415,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Katraj,Gokulnagar,Colony 2,Lane No. 1,2061,1,1,Furnished,0.59,1.88,4.77,1,106.795,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Katraj,Gokulnagar,Colony 3,Lane No. 1,748,3,3,Furnished,3.07,0.62,2.92,17,216.64499999999998,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Aundh,Baner Pashan Link,Colony 6,Lane No. 5,2635,3,3,Unfurnished,2.47,2.06,1.65,9,373.62,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Kothrud,Paud Road,Colony 1,Lane No. 5,1299,1,1,Semi-Furnished,1.67,1.56,4.46,1,103.22,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Katraj,Gokulnagar,Colony 2,Lane No. 4,819,5,3,Semi-Furnished,4.32,1.08,2.89,19,399.09999999999997,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Katraj,Gokulnagar,Colony 6,Lane No. 4,1434,2,2,Unfurnished,3.1,1.33,1.72,19,225.68,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Bibwewadi,Vishwakarma Nagar,Colony 2,Lane No. 2,2605,4,3,Furnished,1.4,0.55,3.91,0,920.595,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Baner,Veerbhadra Nagar,Colony 4,Lane No. 1,480,5,3,Unfurnished,1.98,1.64,2.4,8,226.59,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Wakad,Datta Mandir Road,Colony 7,Lane No. 2,2576,4,3,Semi-Furnished,3.54,0.68,2.16,8,759.395,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Katraj,Bharti Vidyapeeth Campus,Colony 3,Lane No. 4,2652,5,3,Furnished,2.9,3.87,5.14,10,781.9499999999999,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Viman Nagar,Lunkad Colony,Colony 4,Lane No. 1,553,3,3,Furnished,1.88,1.69,4.15,4,120.44500000000001,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Katraj,Gokulnagar,Colony 7,Lane No. 4,810,3,3,Semi-Furnished,0.96,1.21,5.51,9,143.845,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Hinjewadi,Phase 3,Colony 4,Lane No. 2,2267,5,3,Semi-Furnished,3.97,0.85,1.36,7,417.88500000000005,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Bibwewadi,Vishwakarma Nagar,Colony 4,Lane No. 4,2426,3,3,Semi-Furnished,1.89,2.51,2.14,6,625.885,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Viman Nagar,Tingre Nagar,Colony 5,Lane No. 5,1973,5,3,Furnished,0.81,2.64,4.19,17,570.57,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Katraj,Gokulnagar,Colony 6,Lane No. 3,2743,3,3,Unfurnished,0.53,3.17,2.37,2,272.74,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Hadapsar,Magarpatta City,Colony 5,Lane No. 2,2896,5,3,Unfurnished,4.96,0.53,4.38,20,998.6599999999999,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Hadapsar,Gadital,Colony 1,Lane No. 4,1715,1,1,Semi-Furnished,1.84,3.77,3.2,6,114.00999999999999,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Aundh,Baner Pashan Link,Colony 1,Lane No. 5,1599,1,1,Unfurnished,4.35,3.56,5.16,16,147.03,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Kondhwa,Salisbury Park,Colony 1,Lane No. 1,1318,3,3,Semi-Furnished,4.6,2.72,3.49,17,359.77500000000003,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Viman Nagar,Lunkad Colony,Colony 3,Lane No. 1,1081,2,2,Semi-Furnished,0.96,0.97,4.52,1,157.365,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Aundh,Parihar Chowk,Colony 2,Lane No. 2,411,3,3,Unfurnished,2.39,3.44,4.3,12,101.92,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Katraj,Bharti Vidyapeeth Campus,Colony 4,Lane No. 2,1458,1,1,Furnished,4.86,3.11,2.93,14,126.295,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Hinjewadi,Phase 2,Colony 3,Lane No. 4,2528,2,2,Unfurnished,1.75,2.59,4.94,3,254.73499999999999,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Bibwewadi,Shree Colony,Colony 4,Lane No. 3,2737,5,3,Semi-Furnished,3.01,1.49,2.23,19,544.96,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Kothrud,Ideal Colony,Colony 1,Lane No. 1,2885,1,1,Semi-Furnished,1.34,1.69,5.24,17,277.615,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Kondhwa,Yewalewadi,Colony 7,Lane No. 1,2977,4,3,Semi-Furnished,2.35,1.46,1.22,3,702.585,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Viman Nagar,Tingre Nagar,Colony 4,Lane No. 1,880,1,1,Unfurnished,3.02,2.34,2.7,1,34.97,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Bibwewadi,Shree Colony,Colony 1,Lane No. 1,402,2,2,Semi-Furnished,2.91,3.68,3.38,11,34.645,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Hadapsar,Gadital,Colony 1,Lane No. 2,585,2,2,Unfurnished,2.65,1.54,3.82,13,40.17,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Bibwewadi,Market Yard,Colony 4,Lane No. 3,2802,5,3,Unfurnished,4.81,2.18,3.85,8,727.87,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Wakad,Datta Mandir Road,Colony 4,Lane No. 5,1685,4,3,Semi-Furnished,1.12,0.95,2.43,14,501.8,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Kothrud,Ideal Colony,Colony 2,Lane No. 4,652,4,3,Furnished,3.42,3.23,3.38,14,108.875,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Katraj,Vignaharta Colony,Colony 2,Lane No. 1,2575,3,3,Semi-Furnished,3.01,0.76,1.03,13,346.19,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Baner,Pashan Link Road,Colony 3,Lane No. 5,1069,5,3,Unfurnished,3.47,1.54,4.62,13,182.51999999999998,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Hinjewadi,Phase 1,Colony 4,Lane No. 4,1460,3,3,Furnished,4.86,2.87,2.77,19,280.28,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Hadapsar,Gadital,Colony 3,Lane No. 2,1275,3,3,Furnished,1.75,3.95,1.53,19,200.265,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Kothrud,Ideal Colony,Colony 7,Lane No. 4,1097,3,3,Semi-Furnished,2.41,3.9,2.36,3,187.33,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Bibwewadi,Vishwakarma Nagar,Colony 5,Lane No. 3,1764,2,2,Furnished,3.0,0.96,5.13,8,322.855,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Kothrud,Karve Nagar,Colony 3,Lane No. 5,2318,1,1,Unfurnished,0.65,1.98,1.23,2,136.37,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Viman Nagar,Mhada Colony,Colony 1,Lane No. 4,2632,3,3,Semi-Furnished,2.52,2.49,1.29,16,728.65,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Aundh,Parihar Chowk,Colony 3,Lane No. 3,1341,3,3,Semi-Furnished,4.61,0.59,1.31,4,230.23000000000002,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Wakad,Datta Mandir Road,Colony 5,Lane No. 2,2376,4,3,Semi-Furnished,0.86,1.45,4.26,3,431.40500000000003,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Hadapsar,Magarpatta City,Colony 4,Lane No. 3,1152,5,3,Semi-Furnished,3.21,1.94,5.92,13,403.715,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Kothrud,Paud Road,Colony 4,Lane No. 1,2659,4,3,Furnished,4.91,1.34,5.94,14,364.52,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Bibwewadi,Market Yard,Colony 7,Lane No. 5,2923,1,1,Semi-Furnished,3.32,1.52,1.79,3,180.635,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Baner,Pashan Link Road,Colony 2,Lane No. 4,2758,1,1,Furnished,4.54,1.18,3.56,6,110.11000000000001,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Viman Nagar,Lunkad Colony,Colony 3,Lane No. 4,2653,4,3,Furnished,2.74,2.69,4.33,12,356.91499999999996,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Bibwewadi,Market Yard,Colony 5,Lane No. 1,2034,3,3,Furnished,2.39,3.61,4.93,13,257.075,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Aundh,ITI Road,Colony 6,Lane No. 3,1198,3,3,Unfurnished,1.18,1.71,2.0,8,193.89499999999998,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Wakad,Jambulkar Nagar,Colony 4,Lane No. 2,1263,3,3,Unfurnished,4.25,2.09,2.77,14,278.72,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Aundh,ITI Road,Colony 1,Lane No. 3,2229,3,3,Unfurnished,3.45,1.19,1.26,20,350.02500000000003,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Wakad,Datta Mandir Road,Colony 5,Lane No. 4,890,2,2,Unfurnished,1.47,1.82,5.27,12,157.885,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Hadapsar,Amanora Park Town,Colony 3,Lane No. 2,1344,3,3,Furnished,1.33,1.41,5.4,11,253.89000000000001,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Baner,Balewadi Phata,Colony 5,Lane No. 5,909,2,2,Unfurnished,1.59,3.8,3.75,20,64.415,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Viman Nagar,Lunkad Colony,Colony 1,Lane No. 3,1715,4,3,Unfurnished,4.65,2.58,2.31,7,596.18,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Bibwewadi,Market Yard,Colony 7,Lane No. 3,2631,2,2,Semi-Furnished,2.0,1.58,4.64,7,343.005,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Baner,Pashan Link Road,Colony 2,Lane No. 1,794,3,3,Furnished,4.21,0.83,2.73,4,219.7,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Viman Nagar,Lunkad Colony,Colony 4,Lane No. 3,2483,3,3,Unfurnished,2.64,3.5,5.6,10,323.245,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Kondhwa,Salisbury Park,Colony 4,Lane No. 1,1020,1,1,Unfurnished,4.1,2.9,4.77,14,47.06,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Kondhwa,Yewalewadi,Colony 5,Lane No. 5,1006,3,3,Furnished,4.13,1.71,5.93,6,198.38,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Katraj,Vignaharta Colony,Colony 7,Lane No. 3,2806,3,3,Furnished,2.07,2.23,2.39,19,819.26,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Bibwewadi,Market Yard,Colony 6,Lane No. 2,2262,4,3,Unfurnished,3.45,1.11,1.95,6,804.96,"Market Yard, Bibwewadi, Pune, Maharashtra, India",18.510584,73.766418
Viman Nagar,Lunkad Colony,Colony 7,Lane No. 4,1581,2,2,Semi-Furnished,2.46,1.07,1.33,0,182.51999999999998,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Wakad,Datta Mandir Road,Colony 7,Lane No. 3,1710,3,3,Unfurnished,1.28,1.25,3.23,20,247.65,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Aundh,Baner Pashan Link,Colony 3,Lane No. 4,2567,4,3,Furnished,3.51,1.79,3.88,16,521.43,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Katraj,Bharti Vidyapeeth Campus,Colony 6,Lane No. 1,849,2,2,Furnished,2.08,3.11,4.53,17,143.32500000000002,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Hadapsar,Amanora Park Town,Colony 2,Lane No. 1,2596,3,3,Semi-Furnished,0.72,0.87,4.46,3,500.5,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Hinjewadi,Phase 2,Colony 1,Lane No. 2,1668,3,3,Unfurnished,4.95,2.46,2.88,1,242.51500000000001,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Bibwewadi,Shree Colony,Colony 1,Lane No. 3,747,2,2,Unfurnished,3.48,2.63,1.95,18,57.98,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Hinjewadi,Phase 3,Colony 2,Lane No. 2,1234,2,2,Semi-Furnished,2.15,1.67,5.49,9,183.235,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Baner,Balewadi Phata,Colony 3,Lane No. 4,1113,1,1,Furnished,1.19,1.99,2.79,14,88.985,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Hadapsar,Magarpatta City,Colony 3,Lane No. 4,1651,3,3,Semi-Furnished,2.93,0.91,5.04,14,336.505,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Viman Nagar,Tingre Nagar,Colony 2,Lane No. 4,1703,2,2,Unfurnished,0.65,1.66,5.01,20,155.74,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Aundh,Baner Pashan Link,Colony 7,Lane No. 3,537,2,2,Semi-Furnished,3.99,2.22,3.05,14,80.99000000000001,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Kondhwa,Yewalewadi,Colony 4,Lane No. 4,1662,2,2,Semi-Furnished,0.56,1.86,4.93,18,323.375,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Hadapsar,Gadital,Colony 3,Lane No. 3,2129,3,3,Semi-Furnished,3.28,3.47,1.14,6,389.22,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Aundh,Baner Pashan Link,Colony 4,Lane No. 1,2098,2,2,Unfurnished,4.08,2.31,2.35,19,265.72,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Aundh,ITI Road,Colony 5,Lane No. 1,2470,5,3,Semi-Furnished,2.57,2.5,4.11,7,1119.885,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Viman Nagar,Lunkad Colony,Colony 1,Lane No. 5,1923,2,2,Semi-Furnished,1.66,1.81,2.47,15,280.93,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Katraj,Gokulnagar,Colony 5,Lane No. 4,2235,5,3,Semi-Furnished,4.21,3.66,2.19,19,919.165,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Wakad,Datta Mandir Road,Colony 6,Lane No. 5,744,1,1,Furnished,2.35,0.58,1.37,14,52.910000000000004,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Aundh,Baner Pashan Link,Colony 6,Lane No. 5,1986,2,2,Unfurnished,2.85,1.17,2.99,1,146.57500000000002,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Wakad,Jambulkar Nagar,Colony 4,Lane No. 1,1993,5,3,Semi-Furnished,4.85,2.16,1.46,8,850.07,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
